纳米出版及其应用研究进展	牛丽慧;欧石燕	《图书情报工作》	南京大学信息管理学院	2018	纳米出版;语义出版;知识表示
微出版及其应用探析	牛丽慧	《现代情报》	南京大学信息管理学院	2018	微出版;语义出版;知识表示
纳米出版及其应用研究进展	牛丽慧;欧石燕	《图书情报工作》	南京大学信息管理学院	2018	纳米出版;语义出版;知识表示
微出版及其应用探析	牛丽慧	《现代情报》	南京大学信息管理学院	2018	微出版;语义出版;知识表示
